id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
C11orf1	10	0.32755	0.59017	0.999965	478	2	0.061653	0.49612	0.75138	0.999995	704	4	0.061653
C3orf22	10	0.32921	0.59178	0.999965	479	4	-0.1209	0.99504	0.99479	0.999995	983	0	-0.1209
CALCOCO1	10	0.33106	0.59371	0.999965	480	2	0.20673	0.1276	0.34633	0.944193	365	5	0.20673
AAK1	10	0.33368	0.59624	0.999965	481	3	0.13215	0.0054182	0.028936	0.524841	54	4	0.13215
BLOC1S2	10	0.33502	0.59761	0.999965	482	4	-0.19266	0.12091	0.33506	0.944193	353	2	-0.19266
ADCY1	10	0.33884	0.60127	0.999965	483	3	0.17303	0.12587	0.34352	0.944193	363	4	0.17303
BLMH	10	0.33927	0.60183	0.999965	484	3	0.077326	0.51935	0.76989	0.999995	717	4	0.077326
CASP7	10	0.34156	0.60404	0.999965	485	2	0.10304	0.5505	0.79354	0.999995	744	3	0.10304
CACNA1A	10	0.34195	0.60441	0.999965	486	3	-0.043353	0.69025	0.86404	0.999995	815	3	-0.043353
ARL2BP	10	0.34197	0.60442	0.999965	487	1	0.1869	0.10903	0.31034	0.931957	333	5	0.1869
ALPK3	10	0.34334	0.60576	0.999965	488	2	-0.06019	0.025232	0.10439	0.692315	150	4	-0.06019
C12orf5	10	0.34351	0.60597	0.999965	489	2	0.11791	0.3414	0.62197	0.999995	581	4	0.11791
ADD3	10	0.34351	0.60598	0.999965	490	4	-0.049332	0.24704	0.51747	0.999995	510	3	-0.049332
C10orf25	10	0.34467	0.60735	0.999965	491	4	-0.081914	0.44865	0.71245	0.999995	669	3	-0.081914
C11orf82	10	0.34511	0.60777	0.999965	492	4	-0.22441	0.73287	0.88645	0.999995	847	2	-0.22441
BCL2L10	10	0.3454	0.608	0.999965	493	1	0.16352	0.18054	0.42623	0.982282	429	4	0.16352
ALS2CR8	10	0.34584	0.60848	0.999965	494	2	0.3926	0.012246	0.057233	0.637417	89	7	0.3926
C1orf100	10	0.34719	0.61004	0.999965	495	4	-0.042984	0.20512	0.46112	0.9825	469	4	-0.042984
C4orf21	10	0.34881	0.612	0.999965	496	2	-0.033202	0.12941	0.34935	0.944193	370	2	-0.033202
C6orf1	10	0.34894	0.61212	0.999965	497	4	-0.072922	0.83043	0.92812	0.999995	891	2	-0.072922
C12orf10	10	0.35176	0.61517	0.999965	498	4	-0.096116	0.56472	0.80052	0.999995	753	3	-0.096116
CCDC110	10	0.3522	0.61555	0.999965	499	1	0.16412	0.054345	0.18708	0.846535	221	5	0.16412
ATXN1	10	0.35338	0.61686	0.999965	500	4	-0.0092327	0.2864	0.56964	0.999995	542	3	-0.0092327
ANKRA2	10	0.3539	0.61744	0.999965	501	4	0.028458	0.34231	0.62277	0.999995	582	3	0.028458
BOLL	10	0.35552	0.61905	0.999965	502	4	-0.0017255	0.11347	0.31942	0.936718	341	4	-0.0017255
C20orf197	10	0.35606	0.61949	0.999965	503	4	0.029836	0.35151	0.63154	0.999995	591	4	0.029836
ACSL6	10	0.35726	0.62068	0.999965	504	3	0.12133	0.10353	0.29893	0.928561	320	5	0.12133
C16orf97	10	0.35787	0.62131	0.999965	505	4	-0.10672	0.57824	0.80707	0.999995	761	3	-0.10672
ASB9	10	0.35902	0.62244	0.999965	506	2	0.0061771	0.4905	0.74676	0.999995	694	1	0.0061771
ACVR2B	10	0.36008	0.62341	0.999965	507	4	0.12233	0.094745	0.27999	0.917605	304	5	0.12233
C5orf45	10	0.36304	0.62622	0.999965	508	4	0.026648	0.05151	0.18026	0.826892	218	4	0.026648
C2orf47	10	0.36572	0.62892	0.999965	509	4	-0.023349	0.15816	0.39368	0.975794	400	3	-0.023349
BRD1	10	0.36599	0.62917	0.999965	510	4	-0.087265	0.72261	0.88087	0.999995	840	2	-0.087265
ACTR5	10	0.36893	0.63227	0.999965	511	1	0.31965	0.10367	0.29922	0.928561	321	5	0.31965
C7orf55	10	0.36959	0.63302	0.999965	512	3	-0.057977	0.1828	0.42967	0.982282	434	3	-0.057977
C16orf91	10	0.37111	0.63463	0.999965	513	4	0.36923	0.017493	0.077381	0.686974	109	6	0.36923
C11orf88	10	0.37163	0.63517	0.999965	514	3	-0.16223	0.5061	0.7592	0.999995	709	2	-0.16223
ARL4C	10	0.37192	0.63551	0.999965	515	4	-0.090378	0.32677	0.60927	0.999995	573	3	-0.090378
BEX2	10	0.37289	0.63632	0.999965	516	3	0.011108	0.52256	0.77278	0.999995	722	3	0.011108
C7orf61	10	0.37327	0.63671	0.999965	517	4	-0.05409	0.59363	0.81494	0.999995	768	3	-0.05409
C8orf42	10	0.3737	0.63714	0.999965	518	3	-0.0065082	0.7044	0.87118	0.999995	827	3	-0.0065082
C9orf117	10	0.37551	0.63869	0.999965	519	3	0.10342	0.29694	0.58245	0.999995	559	5	0.10342
ATRAID	10	0.3764	0.63955	0.999965	520	4	0.055839	0.10369	0.29926	0.928561	322	4	0.055839
BET1L	10	0.37748	0.64068	0.999965	521	2	0.26602	0.095053	0.28048	0.917605	305	5	0.26602
BMPR2	10	0.3803	0.6433	0.999965	522	4	0.074995	0.0064868	0.034124	0.559406	61	3	0.074995
AGFG1	10	0.38063	0.64362	0.999965	523	3	-0.077399	0.479	0.73743	0.999995	685	3	-0.077399
C19orf21	10	0.38139	0.64433	0.999965	524	4	-0.11724	0.3995	0.67259	0.999995	639	4	-0.11724
C6orf10	10	0.38165	0.64448	0.999965	525	4	-0.12727	0.44844	0.71234	0.999995	668	4	-0.12727
BIRC3	10	0.383	0.64585	0.999965	526	4	-0.05819	0.37551	0.65254	0.999995	610	4	-0.05819
APOBEC3F	10	0.38332	0.64617	0.999965	527	2	0.34761	0.035455	0.13831	0.754702	181	7	0.34761
C1orf50	10	0.38409	0.64698	0.999965	528	4	0.26122	0.021752	0.092094	0.686974	131	6	0.26122
C2orf44	10	0.38419	0.64707	0.999965	529	3	0.056912	0.044201	0.16198	0.801858	202	4	0.056912
ARID4B	10	0.38463	0.64757	0.999965	530	2	-0.012578	0.035095	0.13713	0.754702	177	3	-0.012578
C1orf43	10	0.38485	0.64773	0.999965	531	4	0.0019141	0.73593	0.88816	0.999995	850	3	0.0019141
ATF6	10	0.38633	0.64924	0.999965	532	3	0.076979	0.18989	0.43953	0.982282	445	4	0.076979
ARHGAP39	10	0.38849	0.65139	0.999965	533	3	-0.058275	0.65045	0.8435	0.999995	794	3	-0.058275
ASCC1	10	0.38909	0.65192	0.999965	534	3	0.081033	0.44707	0.71126	0.999995	666	4	0.081033
C5orf55	10	0.38978	0.65272	0.999965	535	3	-0.05086	0.24936	0.52042	0.999995	511	3	-0.05086
ARAP1	10	0.38978	0.65272	0.999965	536	4	0.13238	0.2667	0.54386	0.999995	522	5	0.13238
BECN1	10	0.39136	0.65429	0.999965	537	3	0.22409	0.09059	0.27112	0.913341	295	5	0.22409
C9orf50	10	0.39362	0.65646	0.999965	538	4	-0.096284	0.77014	0.9066	0.999995	871	3	-0.096284
ATF3	10	0.39413	0.65692	0.999965	539	4	-0.17526	0.38523	0.66089	0.999995	622	2	-0.17526
ADAMTS5	10	0.3944	0.6571	0.999965	540	4	-0.067721	0.39426	0.6685	0.999995	629	3	-0.067721
ATF2	10	0.3946	0.65727	0.999965	541	3	0.047561	0.6484	0.84229	0.999995	791	3	0.047561
BCL2L13	10	0.39595	0.65858	0.999965	542	3	0.20956	0.13471	0.35767	0.948722	377	5	0.20956
ATP1B4	10	0.39603	0.65862	0.999965	543	4	0.11229	0.036818	0.14248	0.754702	188	4	0.11229
AMOT	10	0.39793	0.66026	0.999965	544	4	-0.042677	0.12852	0.34803	0.944193	367	4	-0.042677
APOBEC3B	10	0.39848	0.6607	0.999965	545	4	0.025016	0.81367	0.9226	0.999995	884	2	0.025016
CAMK2G	10	0.39862	0.6608	0.999965	546	4	0.091064	0.38327	0.65909	0.999995	619	4	0.091064
BOD1	10	0.40011	0.66221	0.999965	547	4	0.22328	0.073846	0.23381	0.88567	263	6	0.22328
CAB39L	10	0.40174	0.66371	0.999965	548	4	-0.11752	0.76471	0.90373	0.999995	868	3	-0.11752
CCDC111	10	0.40283	0.66461	0.999965	549	4	-0.055154	0.71087	0.87471	0.999995	830	3	-0.055154
APOBEC3H	10	0.40319	0.66495	0.999965	550	2	0.11494	0.20329	0.45855	0.982282	466	4	0.11494
BTF3	10	0.40471	0.66644	0.999965	551	3	-0.088758	0.40312	0.67532	0.999995	640	3	-0.088758
ADAM10	10	0.40501	0.66675	0.999965	552	3	-0.12842	0.41722	0.68691	0.999995	649	3	-0.12842
C16orf54	10	0.40583	0.66749	0.999965	553	4	-0.1089	0.48188	0.73992	0.999995	688	3	-0.1089
BATF3	10	0.40828	0.66993	0.999965	554	4	-0.14487	0.035938	0.13964	0.754702	184	2	-0.14487
ALOX15	10	0.40938	0.67085	0.999965	555	3	0.0042501	0.71294	0.8758	0.999995	832	3	0.0042501
C16orf52	10	0.41053	0.67184	0.999965	556	3	-0.062035	0.8588	0.93751	0.999995	906	2	-0.062035
ASPA	10	0.41083	0.67216	0.999965	557	3	0.056861	0.49268	0.7486	0.999995	698	3	0.056861
CCDC116	10	0.41116	0.67261	0.999965	558	2	-0.030446	0.059422	0.19983	0.857625	233	3	-0.030446
ALKBH3	10	0.41125	0.6727	0.999965	559	3	0.13448	0.39633	0.67022	0.999995	636	2	0.13448
ATF6B	10	0.41237	0.67372	0.999965	560	4	-0.20968	0.16749	0.40691	0.975794	417	3	-0.20968
ATXN2	10	0.41268	0.67398	0.999965	561	2	0.39291	0.014183	0.064668	0.658465	96	7	0.39291
CASP8AP2	10	0.41571	0.67672	0.999965	562	2	-0.038558	0.86671	0.94069	0.999995	914	2	-0.038558
BRWD1	10	0.41646	0.67732	0.999965	563	4	0.02105	0.55521	0.79578	0.999995	748	3	0.02105
C11orf71	10	0.41684	0.67785	0.999965	564	3	0.19204	0.049539	0.17534	0.826088	212	6	0.19204
BTRC	10	0.41743	0.67838	0.999965	565	4	0.0013938	0.021062	0.089797	0.686974	128	4	0.0013938
BCL3	10	0.41892	0.67946	0.999965	566	4	-0.085019	0.11785	0.32861	0.944193	346	2	-0.085019
C1orf185	10	0.4225	0.68262	0.999965	567	3	0.015268	0.065671	0.21436	0.882932	242	4	0.015268
C6orf47	10	0.42287	0.68296	0.999965	568	2	0.39475	0.020023	0.085955	0.686974	120	7	0.39475
C16orf62	10	0.42489	0.68488	0.999965	569	3	0.064365	0.85217	0.93528	0.999995	902	2	0.064365
BCL11A	10	0.42599	0.68601	0.999965	570	2	0.16376	0.066854	0.21737	0.882932	246	5	0.16376
CBY1	10	0.4266	0.68654	0.999965	571	3	0.2907	0.027808	0.11296	0.705972	160	6	0.2907
APPL1	10	0.42663	0.68655	0.999965	572	2	0.21552	0.12236	0.33808	0.944193	356	5	0.21552
CCDC11	9	0.42867	0.67041	0.999965	573	2	0.21511	0.042851	0.14984	0.77408	198	5	0.21511
ATOH8	10	0.42875	0.6888	0.999965	574	4	-0.062577	0.1951	0.44697	0.982282	453	2	-0.062577
C9orf37	10	0.42947	0.68948	0.999965	575	3	0.028514	0.18274	0.42956	0.982282	433	4	0.028514
C10orf111	10	0.43225	0.69201	0.999965	576	3	-0.03275	0.326	0.60871	0.999995	572	3	-0.03275
ADAR	10	0.43258	0.69233	0.999965	577	4	-0.094571	0.095243	0.28079	0.917605	306	2	-0.094571
ACAT2	10	0.4334	0.6933	0.999965	578	4	0.21609	0.1029	0.29748	0.928561	316	6	0.21609
C11orf58	10	0.43477	0.69449	0.999965	579	4	-0.026248	0.4416	0.70703	0.999995	662	4	-0.026248
APPBP2	10	0.43496	0.69461	0.999965	580	3	-0.10515	0.95943	0.97619	0.999995	944	1	-0.10515
ACTL6B	10	0.43504	0.69465	0.999965	581	3	-0.080153	0.35166	0.63169	0.999995	592	3	-0.080153
C18orf56	10	0.4377	0.69723	0.999965	582	3	0.085308	0.058377	0.19734	0.85605	230	4	0.085308
BARHL2	10	0.43832	0.69777	0.999965	583	4	0.023075	0.090659	0.27126	0.913341	297	4	0.023075
C17orf66	10	0.43935	0.69872	0.999965	584	3	-0.16173	0.99341	0.99348	0.999995	980	0	-0.16173
ACP1	10	0.43972	0.69904	0.999965	585	3	-0.11611	0.91551	0.96095	0.999995	930	2	-0.11611
C17orf59	10	0.441	0.70023	0.999965	586	2	0.18885	0.097036	0.28476	0.925084	307	6	0.18885
C5orf42	10	0.44166	0.70092	0.999965	587	3	0.18978	0.10791	0.30789	0.928561	329	6	0.18978
CC2D1A	10	0.44215	0.70145	0.999965	588	4	0.27295	0.066505	0.21652	0.882932	245	6	0.27295
ADRB3	10	0.44218	0.70147	0.999965	589	2	0.26391	0.029647	0.11967	0.734161	163	6	0.26391
C6orf163	10	0.44269	0.70197	0.999965	590	4	-0.11935	0.36366	0.64196	0.999995	605	3	-0.11935
AFF1	10	0.44318	0.70233	0.999965	591	3	0.12171	0.27695	0.55754	0.999995	530	5	0.12171
C5orf51	10	0.44381	0.70285	0.999965	592	3	0.35873	0.024088	0.10044	0.686974	146	6	0.35873
ALKBH4	10	0.44455	0.70357	0.999965	593	3	-0.0033973	0.57968	0.80777	0.999995	762	2	-0.0033973
AIFM3	10	0.44493	0.70396	0.999965	594	3	-0.11525	0.75502	0.89843	0.999995	860	2	-0.11525
C1orf122	10	0.44561	0.70444	0.999965	595	3	0.20272	0.0039071	0.021381	0.497237	43	5	0.20272
B9D2	10	0.44683	0.70541	0.999965	596	3	0.028665	0.3906	0.66541	0.999995	627	3	0.028665
AMHR2	10	0.44844	0.70682	0.999965	597	4	-0.02479	0.44084	0.70631	0.999995	661	3	-0.02479
ASCL3	10	0.45117	0.70931	0.999965	598	4	0.054846	0.29667	0.58218	0.999995	557	3	0.054846
C2CD2	10	0.45216	0.71048	0.999965	599	2	0.039573	0.47982	0.73806	0.999995	687	4	0.039573
C10orf35	10	0.4532	0.71153	0.999965	600	3	-0.14306	0.2369	0.5039	0.999995	501	1	-0.14306
C16orf45	10	0.45332	0.71163	0.999965	601	1	0.082671	0.73429	0.88726	0.999995	849	2	0.082671
C19orf57	10	0.45507	0.71327	0.999965	602	1	0.21832	0.08453	0.25856	0.913341	275	4	0.21832
CCDC105	10	0.45911	0.7162	0.999965	603	3	0.0081556	0.26264	0.53805	0.999995	520	5	0.0081556
C9orf116	10	0.46116	0.71742	0.999965	604	3	0.13168	0.5655	0.80076	0.999995	756	3	0.13168
CCDC102B	10	0.46379	0.71895	0.999965	605	3	0.050607	0.31218	0.59665	0.999995	566	4	0.050607
C8orf47	10	0.46499	0.71951	0.999965	606	3	0.080359	0.45216	0.71559	0.999995	671	2	0.080359
C14orf169	10	0.46541	0.71971	0.999965	607	3	0.038855	0.21871	0.4797	0.99384	482	4	0.038855
CAB39	10	0.46847	0.72142	0.999965	608	2	0.11113	0.057983	0.19623	0.85605	229	5	0.11113
C1orf87	10	0.46938	0.72201	0.999965	609	2	0.012072	0.094328	0.27916	0.917605	303	3	0.012072
C2orf15	10	0.47433	0.72491	0.999965	610	3	0.033273	0.21705	0.47747	0.99384	480	4	0.033273
CBFA2T2	10	0.47574	0.72574	0.999965	611	3	0.15299	0.18433	0.43189	0.982282	437	5	0.15299
BMP2K	10	0.47613	0.72599	0.999965	612	2	0.23549	0.073612	0.23326	0.88567	262	6	0.23549
AXIN2	10	0.48004	0.72805	0.999965	613	3	0.20775	0.092495	0.27518	0.917277	300	5	0.20775
ABHD14B	10	0.48446	0.73085	0.999965	614	2	0.12218	0.38897	0.66408	0.999995	626	4	0.12218
C7orf50	10	0.48656	0.73222	0.999965	615	2	0.26062	0.063659	0.20951	0.87828	238	6	0.26062
C5orf63	10	0.4905	0.73447	0.999965	616	3	-0.044301	0.69572	0.8666	0.999995	819	3	-0.044301
CBX5	10	0.49229	0.73563	0.999965	617	3	-0.071398	0.28344	0.56587	0.999995	538	3	-0.071398
AR	9	0.49253	0.71589	0.999965	618	3	0.50591	0.0018823	0.011203	0.402268	25	6	0.50591
BRD7	10	0.49467	0.73708	0.999965	619	3	0.096375	0.2106	0.46861	0.984473	476	4	0.096375
ADI1	10	0.49795	0.73894	0.999965	620	3	0.13196	0.15423	0.3875	0.975794	395	4	0.13196
AHR	10	0.5018	0.74123	0.999965	621	3	0.094413	0.014492	0.065847	0.658465	100	4	0.094413
C1orf226	10	0.50237	0.74159	0.999965	622	2	0.068086	0.23928	0.50714	0.999995	506	5	0.068086
APPL2	10	0.50613	0.74366	0.999965	623	3	0.14073	0.053485	0.1851	0.841697	219	5	0.14073
C1orf105	10	0.50654	0.74399	0.999965	624	3	0.0556	0.67963	0.85859	0.999995	809	3	0.0556
C5orf38	10	0.50663	0.74403	0.999965	625	2	0.15002	0.0052603	0.028193	0.524841	51	5	0.15002
APOBEC1	10	0.50743	0.74456	0.999965	626	3	0.086495	0.73381	0.88698	0.999995	848	3	0.086495
CBR3	10	0.5098	0.74592	0.999965	627	3	0.025974	0.75466	0.89815	0.999995	859	3	0.025974
C5orf15	10	0.51038	0.74619	0.999965	628	3	0.18592	0.11727	0.32746	0.944193	345	5	0.18592
C7orf31	10	0.51126	0.74686	0.999965	629	3	0.087616	0.47221	0.73227	0.999995	680	3	0.087616
ARL3	10	0.51214	0.74739	0.999965	630	3	0.15033	0.23863	0.50635	0.999995	504	5	0.15033
C9orf169	10	0.517	0.75004	0.999965	631	3	0.13438	0.39603	0.66995	0.999995	635	4	0.13438
C14orf159	10	0.51949	0.75147	0.999965	632	3	-0.178	0.023274	0.097629	0.686974	140	2	-0.178
C10orf11	10	0.52066	0.75205	0.999965	633	3	0.26185	0.084938	0.2593	0.913341	277	6	0.26185
C9orf139	10	0.52651	0.75596	0.999965	634	3	0.038686	0.4252	0.69301	0.999995	653	4	0.038686
ACVR2A	10	0.52996	0.758	0.999965	635	2	0.23685	0.056624	0.1928	0.853993	224	5	0.23685
C4orf48	10	0.53029	0.75814	0.999965	636	3	0.060307	0.40751	0.67908	0.999995	644	3	0.060307
C1orf228	10	0.53049	0.7583	0.999965	637	2	0.18218	0.0082558	0.042213	0.57808	66	5	0.18218
APOBEC3A	10	0.53148	0.75897	0.999965	638	2	0.12402	0.28566	0.56878	0.999995	540	4	0.12402
C19orf10	10	0.5335	0.7602	0.999965	639	3	0.1094	0.36062	0.63942	0.999995	601	4	0.1094
C2orf76	10	0.53461	0.76098	0.999965	640	2	0.13932	0.079573	0.24715	0.913341	267	4	0.13932
C4orf33	10	0.53552	0.7615	0.999965	641	2	0.13329	0.050521	0.17761	0.826088	215	4	0.13329
ALPK2	10	0.53768	0.76283	0.999965	642	2	0.26793	0.035401	0.13815	0.754702	180	7	0.26793
BCOR	10	0.54051	0.76452	0.999965	643	2	0.15126	0.15037	0.38181	0.975794	390	5	0.15126
C10orf120	10	0.54073	0.76467	0.999965	644	3	0.19079	0.022012	0.093144	0.686974	132	6	0.19079
C11orf85	10	0.54246	0.76562	0.999965	645	3	0.12894	0.18649	0.43495	0.982282	441	4	0.12894
C16orf58	10	0.54398	0.76661	0.999965	646	3	0.02324	0.6901	0.86401	0.999995	814	2	0.02324
C5orf22	10	0.54595	0.76765	0.999965	647	3	0.17485	0.16187	0.39922	0.975794	408	5	0.17485
C3orf30	10	0.54849	0.76943	0.999965	648	3	-0.076572	0.91997	0.96303	0.999995	932	2	-0.076572
ACVRL1	10	0.54938	0.76994	0.999965	649	1	0.22577	0.04505	0.1641	0.808394	203	6	0.22577
ALDH1A2	10	0.55021	0.7704	0.999965	650	3	0.326	0.056205	0.19178	0.853993	223	6	0.326
CABLES1	10	0.55087	0.7707	0.999965	651	2	0.10957	0.014419	0.065629	0.658465	99	3	0.10957
C6orf120	10	0.55279	0.77179	0.999965	652	2	0.11218	0.41928	0.6883	0.999995	650	4	0.11218
C11orf74	10	0.55421	0.77272	0.999965	653	3	0.10211	0.47613	0.7352	0.999995	684	3	0.10211
BCL9L	10	0.55617	0.77397	0.999965	654	2	0.15336	0.056993	0.19376	0.853993	226	5	0.15336
CAMTA1	10	0.5581	0.775	0.999965	655	2	0.0039744	0.71488	0.87695	0.999995	835	3	0.0039744
ARID5B	10	0.5582	0.77506	0.999965	656	3	0.094802	0.3153	0.59964	0.999995	568	4	0.094802
ANKRD32	10	0.55858	0.77532	0.999965	657	2	-0.083109	0.009786	0.047866	0.590942	81	3	-0.083109
C7orf60	10	0.56121	0.77697	0.999965	658	3	0.20608	0.023831	0.099609	0.686974	144	5	0.20608
ALKBH2	10	0.56352	0.7784	0.999965	659	2	0.23453	0.043993	0.1614	0.801858	201	6	0.23453
ALK	10	0.56382	0.77856	0.999965	660	2	0.17097	0.02033	0.087124	0.686974	122	6	0.17097
C7orf25	10	0.56524	0.77935	0.999965	661	1	0.1697	0.055133	0.18907	0.851686	222	5	0.1697
BTG4	10	0.56713	0.7806	0.999965	662	1	-0.0037675	0.30393	0.58904	0.999995	564	3	-0.0037675
C22orf31	10	0.56755	0.78082	0.999965	663	3	-0.043827	0.15978	0.39643	0.975794	403	4	-0.043827
AKNA	10	0.57088	0.78277	0.999965	664	2	0.32822	0.0044015	0.023946	0.507735	45	5	0.32822
C1orf227	10	0.57182	0.78344	0.999965	665	2	0.18553	0.18252	0.42927	0.982282	432	5	0.18553
AFF2	10	0.57304	0.7843	0.999965	666	2	0.29586	0.06393	0.21012	0.87828	239	6	0.29586
ABCB8	10	0.57317	0.78443	0.999965	667	3	0.40619	0.0022915	0.013431	0.406991	33	6	0.40619
APAF1	10	0.57554	0.78577	0.999965	668	2	0.194	0.088554	0.26681	0.913341	288	5	0.194
C9orf66	10	0.57922	0.78786	0.999965	669	2	0.13939	0.11991	0.33307	0.944193	348	3	0.13939
C1orf168	10	0.5796	0.78807	0.999965	670	3	0.054291	0.4894	0.7459	0.999995	692	2	0.054291
C1orf101	10	0.5806	0.78873	0.999965	671	2	0.017927	0.10025	0.292	0.928561	313	4	0.017927
ATRX	10	0.58152	0.78936	0.999965	672	1	0.47511	0.021	0.089569	0.686974	127	7	0.47511
C9orf96	10	0.58155	0.7894	0.999965	673	3	0.11896	0.30123	0.58704	0.999995	563	3	0.11896
C15orf27	10	0.58277	0.79001	0.999965	674	3	0.00777	0.1417	0.36845	0.96576	381	4	0.00777
AK1	10	0.5846	0.7912	0.999965	675	3	0.083364	0.020569	0.088025	0.686974	124	4	0.083364
C16orf96	10	0.5847	0.79126	0.999965	676	3	0.15815	0.026993	0.11015	0.705966	154	5	0.15815
C9orf72	10	0.58516	0.79154	0.999965	677	2	-0.00082901	0.22626	0.49004	0.99512	489	3	-0.00082901
AXIN1	10	0.5871	0.79272	0.999965	678	3	0.41905	0.023284	0.097649	0.686974	141	7	0.41905
C1orf172	10	0.58787	0.79316	0.999965	679	3	0.061232	0.43344	0.70032	0.999995	658	3	0.061232
BIVM	10	0.58922	0.79413	0.999965	680	3	0.13859	0.19592	0.44826	0.982282	454	4	0.13859
AKR1B1	10	0.59057	0.795	0.999965	681	2	0.10647	0.35686	0.63626	0.999995	599	4	0.10647
C19orf48	10	0.59288	0.79675	0.999965	682	3	-0.026569	0.022293	0.094144	0.686974	134	4	-0.026569
ANKRD42	10	0.59502	0.79791	0.999965	683	3	0.027118	0.19033	0.44012	0.982282	447	4	0.027118
ARID3A	10	0.59547	0.79817	0.999965	684	1	0.24591	0.00095086	0.0063614	0.35341	18	6	0.24591
C17orf80	10	0.59584	0.79832	0.999965	685	2	0.32846	0.0020642	0.012243	0.402268	29	6	0.32846
C11orf52	10	0.59647	0.79858	0.999965	686	2	0.09937	0.16713	0.40656	0.975794	416	4	0.09937
ALDH7A1	10	0.59672	0.79872	0.999965	687	3	0.018102	0.3944	0.66862	0.999995	630	4	0.018102
C4orf32	10	0.59768	0.79935	0.999965	688	1	0.1242	0.048564	0.17298	0.823692	210	5	0.1242
C1orf111	10	0.60244	0.80189	0.999965	689	2	0.17913	0.11965	0.33258	0.944193	347	6	0.17913
AMOTL1	10	0.60432	0.80303	0.999965	690	2	0.057615	0.59809	0.81683	0.999995	770	3	0.057615
C2orf78	10	0.60922	0.80618	0.999965	691	3	0.016022	0.6303	0.8328	0.999995	783	2	0.016022
BHLHA15	10	0.60949	0.80633	0.999965	692	3	-0.0013772	0.19837	0.45177	0.982282	457	3	-0.0013772
BARX2	10	0.61176	0.80774	0.999965	693	2	0.13568	0.11696	0.32678	0.944193	344	4	0.13568
ANKRD12	10	0.61392	0.80897	0.999965	694	2	0.13637	0.39858	0.67187	0.999995	638	4	0.13637
AXL	10	0.61453	0.8094	0.999965	695	2	0.11302	0.10294	0.29758	0.928561	317	5	0.11302
BLZF1	10	0.6162	0.81058	0.999965	696	3	0.27155	0.14069	0.36697	0.965698	380	5	0.27155
ALX1	10	0.61647	0.81078	0.999965	697	3	0.2039	0.1548	0.38835	0.975794	396	5	0.2039
AHNAK	10	0.6192	0.81264	0.999965	698	1	0.445	0.043585	0.16035	0.801757	200	6	0.445
CACUL1	10	0.62087	0.81352	0.999965	699	2	-0.11649	0.45622	0.71917	0.999995	675	2	-0.11649
C6orf141	10	0.62339	0.81516	0.999965	700	3	0.064116	0.33053	0.61251	0.999995	577	4	0.064116
C2orf73	10	0.62368	0.81526	0.999965	701	2	0.0073012	0.55849	0.7974	0.999995	750	3	0.0073012
C16orf70	10	0.62489	0.81599	0.999965	702	2	0.23265	0.046538	0.16807	0.811953	207	6	0.23265
C3orf20	10	0.62874	0.81845	0.999965	703	3	0.13475	0.099931	0.29123	0.928561	312	4	0.13475
BOK	10	0.6292	0.81869	0.999965	704	3	-0.028683	0.17795	0.42258	0.982282	425	4	-0.028683
ANXA11	10	0.63364	0.82151	0.999965	705	2	0.1476	0.14767	0.37757	0.970615	389	5	0.1476
ASB8	10	0.63365	0.82151	0.999965	706	3	-0.074992	0.68472	0.86104	0.999995	812	3	-0.074992
C11orf45	10	0.63536	0.82261	0.999965	707	2	0.34396	0.0044485	0.024134	0.507735	46	8	0.34396
C6orf195	10	0.63566	0.82277	0.999965	708	2	0.26621	0.14717	0.37695	0.970615	388	5	0.26621
ADARB1	10	0.63646	0.82332	0.999965	709	1	0.17896	0.14257	0.36975	0.96576	382	4	0.17896
BCORL1	10	0.63938	0.82514	0.999965	710	3	0.062481	0.16655	0.40568	0.975794	415	5	0.062481
C2CD4B	10	0.64094	0.82606	0.999965	711	3	-0.095637	0.63323	0.83434	0.999995	786	3	-0.095637
C14orf166B	10	0.64126	0.82627	0.999965	712	2	0.20738	0.03567	0.13882	0.754702	182	7	0.20738
C21orf33	10	0.64145	0.8264	0.999965	713	3	-0.043427	0.0024994	0.0145	0.426471	34	2	-0.043427
APLP2	10	0.64419	0.82823	0.999965	714	2	0.18135	0.036466	0.14139	0.754702	186	4	0.18135
ARID2	10	0.64429	0.82833	0.999965	715	3	0.12467	0.56755	0.80188	0.999995	760	3	0.12467
CCDC112	10	0.64584	0.82934	0.999965	716	3	0.096969	0.34404	0.62438	0.999995	585	4	0.096969
C6orf201	10	0.64609	0.82953	0.999965	717	3	-0.10127	0.20411	0.45971	0.982282	468	1	-0.10127
ARL6IP4	10	0.64814	0.83093	0.999965	718	3	-0.003208	0.080513	0.24937	0.913341	268	4	-0.003208
BCL9	10	0.64826	0.831	0.999965	719	2	0.051927	0.099907	0.29119	0.928561	311	4	0.051927
AEBP2	10	0.64953	0.8319	0.999965	720	2	0.078406	0.38357	0.65941	0.999995	621	3	0.078406
C6orf70	10	0.64992	0.83215	0.999965	721	2	0.19895	0.12502	0.34231	0.944193	361	5	0.19895
C16orf78	10	0.65202	0.8335	0.999965	722	2	0.25927	0.0020441	0.012134	0.402268	28	5	0.25927
