sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
BCL3_m45252279	BCL3	93.746/77.536	248.25/451.46	85.641	349.85	2.0177	131.39	2175.1	5.6651	1	7.5983e-09	1.5197e-08	9.3797e-07	True
ACVR1B_m52369170	ACVR1B	403.83/806.37	996.87/1666.6	605.1	1331.7	1.1368	81020	16474	5.6613	1	7.5134e-09	1.5027e-08	9.3324e-07	True
CAD_p27440422	CAD	1188.4/1461.1	215.84/256.89	1324.8	236.36	-2.4816	37183	37088	5.6517	7.9448e-09	1	1.589e-08	9.7472e-07	False
AHCY_m32883247	AHCY	1120.6/1066.5	116.02/102.52	1093.6	109.27	-3.3112	1462.4	30408	5.6485	8.0929e-09	1	1.6186e-08	9.8685e-07	False
CAMK1_m9807470	CAMK1	3154.2/3211.7	2433.2/508.54	3183	1470.9	-1.1132	1653.1	91938	5.6465	8.1886e-09	1	1.6377e-08	9.9245e-07	False
BAG1_m33264263	BAG1	1810/1252.6	539.92/180	1531.3	359.96	-2.0858	1.5534e+05	43093	5.6428	8.3673e-09	1	1.6735e-08	1.008e-06	False
C22orf28_m32804749	C22orf28	1919.6/1052.8	432.32/236.5	1486.2	334.41	-2.1486	3.7573e+05	41778	5.635	8.7513e-09	1	1.7503e-08	1.048e-06	False
ALG2_m101984169	ALG2	1802.8/2072.8	695.48/544.08	1937.8	619.78	-1.643	36443	54991	5.6205	9.5177e-09	1	1.9035e-08	1.1329e-06	False
C17orf80_m71231754	C17orf80	1068.7/711.61	1799.9/1740	890.16	1770	0.99079	63761	24570	5.6129	1	9.9506e-09	1.9901e-08	1.1775e-06	True
ARFGAP2_p47198161	ARFGAP2	209.13/411.8	927.52/713.01	310.46	820.26	1.3988	20538	8254.2	5.6113	1	1.0046e-08	2.0093e-08	1.1818e-06	True
CAMK2B_p44323727	CAMK2B	627.38/611.67	1405.2/1291.5	619.52	1348.3	1.1207	123.37	16881	5.6094	1	1.0154e-08	2.0308e-08	1.1875e-06	True
ANKRD32_m93964547	ANKRD32	431.23/556.53	1398.7/883.69	493.88	1141.2	1.2067	7850.2	13349	5.6026	1	1.0557e-08	2.1114e-08	1.221e-06	True
BRCC3_p154299813	BRCC3	2694.1/2317.5	1094.7/915.14	2505.8	1004.9	-1.3173	70939	71764	5.6025	1.0563e-08	1	2.1125e-08	1.221e-06	False
C14orf80_m105957962	C14orf80	1025.4/1023.5	88.798/76.31	1024.5	82.554	-3.6174	1.9375	28419	5.5967	1.0921e-08	1	2.1842e-08	1.2551e-06	False
ANK3_m61898791	ANK3	673.53/940.77	1942.5/1338.1	807.15	1640.3	1.0221	35707	22202	5.5915	1	1.1255e-08	2.2511e-08	1.2862e-06	True
C10orf128_m50375034	C10orf128	168.74/177.47	466.03/630.87	173.11	548.45	1.658	38.083	4507.8	5.5904	1	1.1382e-08	2.2763e-08	1.2932e-06	True
C9orf123_m7799532	C9orf123	2036.5/1786.8	939.18/284.27	1911.6	611.73	-1.6422	31172	54221	5.5824	1.1862e-08	1	2.3724e-08	1.3402e-06	False
C12orf44_m52467529	C12orf44	1406.2/1773	460.19/358.25	1589.6	409.22	-1.9551	67267	44792	5.5772	1.222e-08	1	2.4441e-08	1.3729e-06	False
BLM_p91292783	BLM	1439.4/1090.7	266.39/177.67	1265	222.03	-2.505	60795	35357	5.5469	1.4542e-08	1	2.9083e-08	1.6246e-06	False
C10orf2_m102750293	C10orf2	520.65/844.28	1434.4/1444.1	682.46	1439.2	1.0754	52367	18660	5.5399	1	1.5134e-08	3.0268e-08	1.6814e-06	True
ADCY1_p45614315	ADCY1	2.8845/70.644	216.49/190.48	36.764	203.49	2.4369	2295.6	906.14	5.5385	1	1.7156e-08	3.4313e-08	1.8851e-06	True
C19orf35_p2279082	C19orf35	390.85/1006.2	1536.1/1390.5	698.55	1463.3	1.0657	1.8935e+05	19116	5.5314	1	1.5887e-08	3.1775e-08	1.7553e-06	True
BRPF3_p36168116	BRPF3	24.518/80.982	262.5/243.49	52.75	253	2.2405	1594.1	1316.9	5.5182	1	1.8476e-08	3.6952e-08	1.9759e-06	True
AMOT_p112058660	AMOT	670.65/659.91	1781.1/1036.9	665.28	1409	1.0815	57.58	18174	5.5169	1	1.7251e-08	3.4503e-08	1.8852e-06	True
C4orf21_m113541281	C4orf21	227.88/180.92	709.09/506.21	204.4	607.65	1.5672	1102.6	5354.1	5.5111	1	1.7881e-08	3.5762e-08	1.937e-06	True
C1orf52_p85725203	C1orf52	246.62/272.24	712.98/718.25	259.43	715.61	1.4603	327.98	6853.5	5.5104	1	1.7919e-08	3.5839e-08	1.937e-06	True
BUD13_p116643642	BUD13	1788.4/1049.3	356.49/282.52	1418.9	319.51	-2.1473	2.7311e+05	39819	5.5092	1.8023e-08	1	3.6047e-08	1.9378e-06	False
ALMS1_p73613109	ALMS1	444.21/630.62	1391/1010.7	537.42	1200.8	1.1584	17374	14570	5.496	1	1.9428e-08	3.8857e-08	2.0666e-06	True
ABT1_m26597388	ABT1	1710.5/1921.2	860.11/286.6	1815.8	573.35	-1.6614	22188	51410	5.4798	2.1291e-08	1	4.2582e-08	2.2528e-06	False
C1orf228_m45155464	C1orf228	344.7/732.28	1192/1208.2	538.49	1200.1	1.1546	75111	14600	5.4752	1	2.1852e-08	4.3703e-08	2.3e-06	True
ALX4_p44331534	ALX4	438.44/158.52	1043.5/527.18	298.48	785.36	1.3927	39179	7924.6	5.4693	1	2.2597e-08	4.5194e-08	2.3537e-06	True
CAMK2A_p149669152	CAMK2A	282.68/423.86	891.22/877.86	353.27	884.54	1.3217	9966	9435.6	5.4693	1	2.2597e-08	4.5195e-08	2.3537e-06	True
C19orf47_m40842287	C19orf47	46.152/198.15	250.84/606.41	122.15	428.62	1.8027	11551	3141.7	5.4678	1	2.3126e-08	4.6251e-08	2.3838e-06	True
C19orf70_m5679749	C19orf70	2319.1/2536.3	1271/703.1	2427.7	987.07	-1.2975	23575	69449	5.4666	2.2932e-08	1	4.5864e-08	2.3762e-06	False
C9orf114_m131591410	C9orf114	1823/1316.4	441.4/400.78	1569.7	421.09	-1.8958	1.2833e+05	44211	5.4627	2.3452e-08	1	4.6905e-08	2.4051e-06	False
C7orf60_p112579673	C7orf60	1315.3/1698.9	1829.1/3431.6	1507.1	2630.4	0.80307	73560	42387	5.4559	1	2.4369e-08	4.8737e-08	2.4863e-06	True
ADAM12_m128076658	ADAM12	754.3/744.34	1471.3/1590.9	749.32	1531.1	1.0299	49.541	20556	5.4527	1	2.4811e-08	4.9622e-08	2.5186e-06	True
ARNT_m150830893	ARNT	429.79/747.79	1227.6/1322.9	588.79	1275.3	1.1137	50561	16015	5.4246	1	2.9046e-08	5.8093e-08	2.9337e-06	True
C17orf80_p71231848	C17orf80	429.79/241.22	738.9/957.08	335.51	847.99	1.3351	17779	8944.7	5.4188	1	3.0012e-08	6.0025e-08	3.016e-06	True
C9orf142_m139887090	C9orf142	49.036/36.183	195.1/241.75	42.61	218.42	2.331	82.602	1055.7	5.4109	1	3.4637e-08	6.9274e-08	3.4122e-06	True
ANAPC11_p79852401	ANAPC11	800.45/1021.7	91.39/23.883	911.1	57.637	-3.9593	24487	25169	5.4035	3.2674e-08	1	6.5348e-08	3.2639e-06	False
BAALC_m104153219	BAALC	53.363/327.37	598.25/544.66	190.37	571.45	1.5808	37541	4974.1	5.4034	1	3.2805e-08	6.561e-08	3.2639e-06	True
ANKK1_p113258689	ANKK1	892.75/970.06	1655.4/1939.2	931.41	1797.3	0.94761	2988	25750	5.3961	1	3.4058e-08	6.8115e-08	3.3717e-06	True
C15orf27_p76430039	C15orf27	230.76/132.67	558.71/546.99	181.72	552.85	1.5999	4810.6	4740.2	5.3906	1	3.5261e-08	7.0521e-08	3.4429e-06	True
AHCTF1_m247070906	AHCTF1	1058.6/1561.1	358.43/197.48	1309.8	277.95	-2.2324	1.2622e+05	36655	5.3897	3.5293e-08	1	7.0586e-08	3.4429e-06	False
CCDC115_m131099589	CCDC115	911.5/1516.3	371.4/72.815	1213.9	222.11	-2.445	1.8286e+05	33878	5.3884	3.5538e-08	1	7.1077e-08	3.45e-06	False
ADARB1_m46595721	ADARB1	224.99/713.33	1218.5/930.87	469.16	1074.7	1.1941	1.1924e+05	12658	5.3823	1	3.6779e-08	7.3558e-08	3.5532e-06	True
C9orf41_m77643081	C9orf41	1461/1356	603.44/75.728	1408.5	339.58	-2.0491	5511	39519	5.3771	3.7853e-08	1	7.5706e-08	3.6393e-06	False
C1orf61_p156384490	C1orf61	1080.2/1116.5	312.41/6.9903	1098.4	159.7	-2.7742	657.71	30546	5.3716	3.902e-08	1	7.804e-08	3.7336e-06	False
ACTR8_m53916096	ACTR8	1687.4/976.95	366.21/226.02	1332.2	296.11	-2.1658	2.5239e+05	37303	5.3644	4.0616e-08	1	8.1231e-08	3.8678e-06	False
ANAPC11_p79852359	ANAPC11	1564.8/1717.8	760.29/214.95	1641.3	487.62	-1.749	11705	46303	5.3616	4.1239e-08	1	8.2477e-08	3.9085e-06	False
BOP1_m145514992	BOP1	1557.6/1576.6	641.03/245.24	1567.1	443.14	-1.8199	179.16	44136	5.35	4.3972e-08	1	8.7944e-08	4.1358e-06	False
C17orf82_m59489387	C17orf82	1906.7/1607.6	750.57/378.64	1757.1	564.6	-1.6362	44725	49690	5.3497	4.4051e-08	1	8.8102e-08	4.1358e-06	False
C16orf72_p9185906	C16orf72	897.08/425.58	0/0	661.33	0	-9.3714	1.1115e+05	18062	5.3455	4.5081e-08	1	9.0162e-08	4.2128e-06	False
C1orf109_m38155455	C1orf109	1042.7/1037.3	173.71/90.874	1040	132.29	-2.9653	15.078	28866	5.3445	4.5339e-08	1	9.0678e-08	4.2172e-06	False
ANKRD32_p93966350	ANKRD32	165.86/690.93	839.37/1164.5	428.39	1001.9	1.2238	1.3785e+05	11521	5.3433	1	4.5643e-08	9.1285e-08	4.2257e-06	True
ACTN4_p39138476	ACTN4	441.33/461.77	1085.7/995.53	451.55	1040.6	1.2027	208.89	12166	5.3404	1	4.6371e-08	9.2741e-08	4.2734e-06	True
ADRA1B_m159344001	ADRA1B	323.06/299.8	906.13/688.54	311.43	797.33	1.3534	270.5	8281	5.3396	1	4.6598e-08	9.3197e-08	4.2746e-06	True
C1QBP_m5342343	C1QBP	0/0	43.427/0	0.72112	21.713	3.7221	0	15.468	5.3375	1	8.2276e-08	1.6455e-07	7.0315e-06	True
AHCTF1_m247070995	AHCTF1	1410.5/1063.1	329.27/164.27	1236.8	246.77	-2.3207	60350	34541	5.3271	4.9898e-08	1	9.9796e-08	4.5564e-06	False
C9orf78_p132597479	C9orf78	837.95/963.17	119.26/11.068	900.56	65.165	-3.7683	7839.8	24868	5.3159	5.3069e-08	1	1.0614e-07	4.824e-06	False
ACTR1A_m104250365	ACTR1A	395.18/156.79	731.12/729.32	275.99	730.22	1.4005	28413	7306.9	5.3139	1	5.3684e-08	1.0737e-07	4.8578e-06	True
ACRC_p70814182	ACRC	669.2/797.76	1615.2/1357.9	733.48	1486.5	1.0181	8262.8	20107	5.3108	1	5.4579e-08	1.0916e-07	4.9165e-06	True
APBB2_p40827950	APBB2	972.08/323.93	1470.7/1236.1	648	1353.4	1.0614	2.1005e+05	17685	5.3043	1	5.6566e-08	1.1313e-07	5.0726e-06	True
ABCF1_p30545587	ABCF1	47.594/241.22	683.81/253.4	144.41	468.6	1.6913	18746	3736.3	5.3038	1	5.7243e-08	1.1449e-07	5.1105e-06	True
BNC2_m16738474	BNC2	620.17/930.43	1070.1/2024.8	775.3	1547.5	0.99617	48131	21295	5.2915	1	6.0648e-08	1.213e-07	5.3718e-06	True
ASCL2_m2291457	ASCL2	372.1/480.72	1273/713.01	426.41	993	1.2176	5899.2	11466	5.2914	1	6.0707e-08	1.2141e-07	5.3718e-06	True
C11orf65_p108302457	C11orf65	340.37/418.69	613.81/1211.1	379.53	912.44	1.2633	3067.1	10163	5.2862	1	6.246e-08	1.2492e-07	5.5026e-06	True
C2orf88_m191064739	C2orf88	1400.4/1826.4	3612.8/1865.8	1613.4	2739.3	0.76334	90726	45487	5.2791	1	6.4897e-08	1.2979e-07	5.6922e-06	True
ANAPC4_m25379139	ANAPC4	764.39/1144.1	147.78/48.932	954.24	98.356	-3.2652	72082	26404	5.2729	6.7133e-08	1	1.3427e-07	5.8625e-06	False
C19orf25_p1478789	C19orf25	1622.5/1459.4	612.51/280.78	1541	446.64	-1.7843	13307	43374	5.2545	7.4216e-08	1	1.4843e-07	6.4508e-06	False
C2orf53_p27361017	C2orf53	3833.5/3664.9	2133.7/1896.7	3749.2	2015.2	-0.89531	14221	1.0893e+05	5.2538	7.4514e-08	1	1.4903e-07	6.4508e-06	False
C11orf54_p93483500	C11orf54	256.72/332.54	880.2/637.86	294.63	759.03	1.3623	2874.4	7818.8	5.252	1	7.5265e-08	1.5053e-07	6.4877e-06	True
C11orf84_m63581165	C11orf84	224.99/115.44	771.96/267.38	170.22	519.67	1.6045	6000.5	4429.9	5.2504	1	7.6294e-08	1.5259e-07	6.5482e-06	True
BOLL_p198646479	BOLL	173.07/261.9	469.92/756.11	217.48	613.02	1.4907	3945.2	5709.5	5.2346	1	8.2852e-08	1.657e-07	7.0505e-06	True
ANAPC4_p25379122	ANAPC4	1051.4/982.12	249.54/27.961	1016.8	138.75	-2.8645	2400	28198	5.2302	8.4678e-08	1	1.6936e-07	7.1754e-06	False
ABCB8_p150725605	ABCB8	147.11/251.56	904.83/249.32	199.33	577.08	1.5288	5455	5216.9	5.2298	1	8.5075e-08	1.7015e-07	7.1786e-06	True
C19orf38_m10960951	C19orf38	732.66/761.57	1284/1705.6	747.12	1494.8	0.99959	417.89	20494	5.2229	1	8.8061e-08	1.7612e-07	7.3993e-06	True
ATAD5_m29159384	ATAD5	310.08/346.33	861.4/771.26	328.2	816.33	1.3119	656.75	8743.2	5.2203	1	8.9323e-08	1.7865e-07	7.4739e-06	True
C16orf80_p58162967	C16orf80	861.02/1209.6	221.02/81.553	1035.3	151.29	-2.7666	60738	28730	5.2164	9.1239e-08	1	1.8248e-07	7.6025e-06	False
ANAPC2_m140082958	ANAPC2	1797/1249.2	672.79/218.45	1523.1	445.62	-1.7709	1.5007e+05	42853	5.205	9.6985e-08	1	1.9397e-07	8.0204e-06	False
C10orf88_m124713685	C10orf88	2718.6/2358.8	1182.9/1087	2538.7	1134.9	-1.1608	64740	72741	5.2049	9.7057e-08	1	1.9411e-07	8.0204e-06	False
AR_m66863150	AR	315.85/732.28	873.07/1414.4	524.07	1143.7	1.1244	86706	14195	5.2009	1	9.9177e-08	1.9835e-07	8.1619e-06	True
BASP1_p17275333	BASP1	0/77.536	227.5/171.26	38.768	199.38	2.3331	3005.9	957.32	5.1911	1	1.1683e-07	2.3365e-07	9.3451e-06	True
C1orf131_m231374924	C1orf131	758.62/877.01	1393.5/1798.2	817.82	1595.9	0.96365	7008.3	22506	5.1865	1	1.0713e-07	2.1425e-07	8.7799e-06	True
C10orf118_p115922839	C10orf118	53.363/134.4	340.93/353.59	93.879	347.26	1.876	3283.1	2392.1	5.1807	1	1.1367e-07	2.2734e-07	9.2032e-06	True
ADK_p76153940	ADK	788.91/458.32	1372.8/1225	623.62	1298.9	1.0574	54644	16997	5.1799	1	1.11e-07	2.22e-07	9.0605e-06	True
C18orf54_p51887026	C18orf54	0/175.75	443.99/221.36	87.874	332.67	1.9086	15444	2233.8	5.1795	1	1.1488e-07	2.2976e-07	9.2634e-06	True
AHCY_p32883309	AHCY	1034.1/856.34	109.54/107.77	945.22	108.65	-3.1092	15798	26146	5.1778	1.1226e-07	1	2.2452e-07	9.1259e-06	False
ATM_p108098562	ATM	269.7/229.16	325.38/1012.4	249.43	668.9	1.4195	821.73	6580.2	5.1711	1	1.1649e-07	2.3299e-07	9.3451e-06	True
BANP_p88008769	BANP	2198/2927.4	1376/948.35	2562.7	1162.2	-1.1401	2.6602e+05	73452	5.1675	1.1862e-07	1	2.3724e-07	9.451e-06	False
ABI1_p27149701	ABI1	685.07/756.4	1840.1/1053.2	720.74	1446.7	1.0042	2544.3	19745	5.1661	1	1.195e-07	2.39e-07	9.4531e-06	True
ADCK1_p78285416	ADCK1	810.54/773.63	1004.6/2104.1	792.09	1554.4	0.97169	681.19	21773	5.166	1	1.1959e-07	2.3919e-07	9.4531e-06	True
BYSL_p41889428	BYSL	826.41/1685.1	400.56/175.92	1255.8	288.24	-2.1194	3.6868e+05	35089	5.165	1.202e-07	1	2.404e-07	9.4634e-06	False
C11orf68_m65685656	C11orf68	698.05/1168.2	75.835/133.4	933.13	104.62	-3.1448	1.1052e+05	25800	5.1629	1.2159e-07	1	2.4318e-07	9.5133e-06	False
ACTR5_m37377141	ACTR5	849.49/908.03	1639.2/1726	878.76	1682.6	0.93638	1713.7	24245	5.1626	1	1.2178e-07	2.4357e-07	9.5133e-06	True
CALM1_m90867623	CALM1	128.36/101.66	691.59/99.029	115.01	395.31	1.7724	356.51	2951.7	5.1592	1	1.2616e-07	2.5232e-07	9.7787e-06	True
BAP1_m52443617	BAP1	2009.1/1848.8	1081.8/362.33	1928.9	722.05	-1.4164	12841	54730	5.1588	1.2427e-07	1	2.4854e-07	9.67e-06	False
AXIN1_m396882	AXIN1	139.9/451.43	523.71/980.39	295.66	752.05	1.3439	48526	7847.1	5.152	1	1.2892e-07	2.5783e-07	9.9539e-06	True
ARHGAP19_m99025740	ARHGAP19	667.76/782.25	2002.8/898.83	725.01	1450.8	0.99981	6553.7	19866	5.1496	1	1.3054e-07	2.6108e-07	1.0041e-05	True
ARID1B_m157099157	ARID1B	907.17/1214.7	221.02/147.38	1061	184.2	-2.5196	47294	29468	5.1078	1.63e-07	1	3.2601e-07	1.2489e-05	False
C3orf17_m112738435	C3orf17	1012.5/1088.9	281.3/75.728	1050.7	178.51	-2.5506	2925.1	29174	5.1069	1.6379e-07	1	3.2757e-07	1.2501e-05	False
BNC2_m16738395	BNC2	343.26/630.62	1284/860.97	486.94	1072.5	1.1375	41290	13155	5.1052	1	1.6521e-07	3.3041e-07	1.2562e-05	True
BRF2_p37707244	BRF2	1184.1/1080.3	252.13/206.21	1132.2	229.17	-2.2996	5382.7	31520	5.0865	1.8239e-07	1	3.6478e-07	1.3816e-05	False
CALCOCO1_p54118983	CALCOCO1	542.29/697.82	1001.4/1560.6	620.05	1281	1.0456	12096	16896	5.0848	1	1.8405e-07	3.6811e-07	1.3889e-05	True
C18orf56_p658117	C18orf56	1515.8/2269.2	2881.7/3256.3	1892.5	3069	0.69718	2.8381e+05	53660	5.0789	1	1.8985e-07	3.797e-07	1.4273e-05	True
BARX1_m96717311	BARX1	0/0	0/41.359	0.72112	20.68	3.6549	0	15.468	5.0746	1	3.3894e-07	6.7787e-07	2.3783e-05	True
ACAT2_p160183972	ACAT2	135.57/268.79	453.71/685.63	202.18	569.67	1.4899	8873.6	5294	5.0507	1	2.2069e-07	4.4139e-07	1.653e-05	True
ARHGEF2_m155939060	ARHGEF2	1492.7/954.55	376.58/208.54	1223.6	292.56	-2.0606	1.4482e+05	34160	5.0376	2.3565e-07	1	4.713e-07	1.7584e-05	False
ABCF1_p30545878	ABCF1	1974.4/1929.8	1093.4/439.8	1952.1	766.62	-1.3473	997.38	55411	5.0361	2.3753e-07	1	4.7506e-07	1.7658e-05	False
BRCA2_m32893266	BRCA2	1313.9/882.18	357.78/78.641	1098	218.21	-2.3258	93185	30536	5.035	2.3886e-07	1	4.7773e-07	1.7692e-05	False
ADI1_p3517642	ADI1	256.72/387.68	417.41/1158.6	322.2	788.03	1.2876	8575	8577.6	5.0297	1	2.4569e-07	4.9137e-07	1.813e-05	True
BCL2_m60985878	BCL2	3912.8/2048.7	1981.4/1034	2980.7	1507.7	-0.98285	1.7375e+06	85896	5.0261	2.5031e-07	1	5.0062e-07	1.8403e-05	False
C16orf78_m49407947	C16orf78	223.55/239.5	618.99/627.38	231.52	623.18	1.4246	127.21	6091.6	5.0181	1	2.6125e-07	5.2251e-07	1.9138e-05	True
C5orf45_m179285741	C5orf45	82.208/31.014	240.47/249.9	56.611	245.18	2.0953	1310.4	1416.8	5.0098	1	2.9178e-07	5.8356e-07	2.1296e-05	True
C7orf10_p40174657	C7orf10	17.307/48.244	172.41/177.09	32.776	174.75	2.3795	478.56	804.55	5.0053	1	3.1837e-07	6.3673e-07	2.2657e-05	True
C5orf47_p173416326	C5orf47	1152.4/659.91	1816.8/1574.6	906.14	1695.7	0.90332	1.2125e+05	25027	4.9908	1	3.0071e-07	6.0141e-07	2.1867e-05	True
C11orf21_m2323005	C11orf21	927.37/1312.9	414.17/65.243	1120.2	239.71	-2.2196	74333	31173	4.9868	3.0698e-07	1	6.1396e-07	2.2243e-05	False
ATPAF2_m17942321	ATPAF2	1120.6/1244	344.17/210.29	1182.3	277.23	-2.0885	7612.4	32966	4.9849	3.0993e-07	1	6.1985e-07	2.2375e-05	False
C10orf68_p32983802	C10orf68	1501.4/1232	480.29/302.33	1366.7	391.31	-1.8017	36295	38304	4.9836	3.1202e-07	1	6.2403e-07	2.2442e-05	False
C20orf24_p35234339	C20orf24	2450.4/2519	1252.9/1058.4	2484.7	1155.7	-1.1037	2357.5	71139	4.983	3.131e-07	1	6.262e-07	2.2442e-05	False
AIFM1_p129299555	AIFM1	1883.6/1362.9	538.62/576.11	1623.2	557.37	-1.5405	1.3555e+05	45774	4.9819	3.1482e-07	1	6.2964e-07	2.2485e-05	False
C12orf50_m88420360	C12orf50	925.92/942.49	1578.9/1889.1	934.21	1734	0.89159	137.2	25831	4.9765	1	3.2378e-07	6.4757e-07	2.2961e-05	True
ATXN2_p112037242	ATXN2	311.53/429.03	552.88/1177.9	370.28	865.37	1.2225	6903.7	9906.4	4.9743	1	3.2753e-07	6.5506e-07	2.3145e-05	True
BAP1_m52443572	BAP1	1870.6/1064.8	581.4/335.53	1467.7	458.47	-1.6765	3.2464e+05	41240	4.9698	3.3517e-07	1	6.7033e-07	2.3601e-05	False
ANAPC11_p79852411	ANAPC11	1263.4/1161.3	501.68/97.281	1212.4	299.48	-2.0137	5212	33834	4.9629	3.4718e-07	1	6.9435e-07	2.4193e-05	False
C1orf109_m38155540	C1orf109	1712/1025.2	405.75/387.38	1368.6	396.56	-1.7845	2.3582e+05	38359	4.9629	3.472e-07	1	6.944e-07	2.4193e-05	False
C9orf78_m132597424	C9orf78	1195.6/1433.5	499.73/226.6	1314.6	363.17	-1.853	28304	36793	4.9601	3.5228e-07	1	7.0457e-07	2.4462e-05	False
BUB1B_p40457322	BUB1B	682.18/525.52	1175.1/1303.7	603.85	1239.4	1.0362	12272	16439	4.9569	1	3.5813e-07	7.1625e-07	2.4781e-05	True
C1orf109_m38155478	C1orf109	905.73/606.5	95.279/0	756.12	47.64	-3.9603	44770	20750	4.9559	3.5992e-07	1	7.1984e-07	2.482e-05	False
C16orf72_p9185897	C16orf72	996.59/1476.6	553.53/79.806	1236.6	316.67	-1.962	1.1521e+05	34535	4.9503	3.7052e-07	1	7.4104e-07	2.5463e-05	False
ARNT_p150830835	ARNT	95.188/206.76	369.45/551.65	150.98	460.55	1.6027	6224.3	3912.4	4.9493	1	3.7538e-07	7.5076e-07	2.5709e-05	True
C11orf93_m111178818	C11orf93	917.27/932.15	268.34/0	924.71	134.17	-2.7758	110.71	25559	4.9467	3.7732e-07	1	7.5464e-07	2.5753e-05	False
CCDC101_m28592415	CCDC101	2355.2/2732.7	1644.4/775.92	2543.9	1210.2	-1.0713	71256	72896	4.9401	3.9035e-07	1	7.807e-07	2.6552e-05	False
C10orf137_m127408447	C10orf137	67.786/299.8	497.79/551.65	183.8	524.72	1.5084	26916	4796.3	4.9227	1	4.2854e-07	8.5709e-07	2.9051e-05	True
C5orf38_p2752416	C5orf38	222.11/373.89	906.78/564.46	298	735.62	1.3008	11520	7911.4	4.9201	1	4.3275e-07	8.6549e-07	2.9237e-05	True
ATMIN_m81069789	ATMIN	656.22/1447.3	279.36/143.3	1051.8	211.33	-2.3098	3.1293e+05	29204	4.9182	4.3682e-07	1	8.7365e-07	2.9413e-05	False
BRIP1_m59937231	BRIP1	1000.9/961.44	1378/2205.4	981.18	1791.7	0.86808	779.29	27177	4.9166	1	4.4023e-07	8.8046e-07	2.9543e-05	True
ASNA1_m12848397	ASNA1	1005.2/379.06	36.945/18.641	692.16	27.793	-4.5894	1.9605e+05	18935	4.9149	4.4407e-07	1	8.8815e-07	2.9609e-05	False
BYSL_p41889498	BYSL	1077.4/1175.1	213.24/298.83	1126.2	256.04	-2.1327	4776.1	31348	4.9149	4.4419e-07	1	8.8837e-07	2.9609e-05	False
ARNTL2_p27486007	ARNTL2	696.61/806.37	32.408/69.32	751.49	50.864	-3.8589	6024.1	20618	4.9127	4.4907e-07	1	8.9814e-07	2.9694e-05	False
CBFA2T2_m32194877	CBFA2T2	1096.1/1393.9	1961.3/2361	1245	2161.1	0.79514	44345	34778	4.9125	1	4.4956e-07	8.9913e-07	2.9694e-05	True
CARM1_p10982502	CARM1	1220.1/1702.3	429.73/502.13	1461.2	465.93	-1.6469	1.1626e+05	41052	4.9124	4.4991e-07	1	8.9982e-07	2.9694e-05	False
ACLY_p40070033	ACLY	1564.8/1075.2	622.23/129.9	1320	376.07	-1.8087	1.1989e+05	36950	4.9106	4.5398e-07	1	9.0797e-07	2.9864e-05	False
CCDC115_m131099471	CCDC115	2040.8/1504.2	735.01/612.23	1772.5	673.62	-1.3944	1.4396e+05	50140	4.9074	4.6142e-07	1	9.2285e-07	3.0254e-05	False
BIRC2_m102220909	BIRC2	1224.5/939.04	309.82/154.95	1081.8	232.39	-2.2139	40734	30067	4.8985	4.8292e-07	1	9.6584e-07	3.156e-05	False
ARL4D_m41477130	ARL4D	1202.8/1211.3	469.27/147.96	1207.1	308.61	-1.9641	35.646	33681	4.8955	4.9019e-07	1	9.8039e-07	3.1931e-05	False
BMI1_m22615868	BMI1	428.35/692.65	1302.2/1025.2	560.5	1163.7	1.0526	34928	15218	4.8896	1	5.0519e-07	1.0104e-06	3.2774e-05	True
C8orf22_p49986673	C8orf22	3289.8/3396.1	1776/1868.7	3342.9	1822.3	-0.87495	5648.9	96728	4.8891	5.0641e-07	1	1.0128e-06	3.2774e-05	False
C21orf59_p33984476	C21orf59	1165.3/570.32	83.613/140.97	867.83	112.29	-2.939	1.7702e+05	23932	4.8877	5.1003e-07	1	1.0201e-06	3.2902e-05	False
BRF2_p37707193	BRF2	1550.4/1281.9	639.09/249.9	1416.2	444.49	-1.6695	36045	39741	4.8742	5.4634e-07	1	1.0927e-06	3.5131e-05	False
C9orf41_m77643075	C9orf41	1015.3/1393.9	389.54/233.01	1204.6	311.28	-1.9489	71660	33611	4.8729	5.4991e-07	1	1.0998e-06	3.5247e-05	False
BOP1_p145512957	BOP1	1678.8/1399.1	863.35/187.57	1538.9	525.46	-1.5485	39113	43315	4.8696	5.5905e-07	1	1.1181e-06	3.5719e-05	False
C11orf71_m114270943	C11orf71	735.55/353.22	1155.7/1113.8	544.38	1134.7	1.0583	73088	14765	4.8583	1	5.921e-07	1.1842e-06	3.7709e-05	True
APPL2_m105611460	APPL2	204.8/268.79	535.38/704.27	236.79	619.82	1.3845	2047.4	6235.3	4.8507	1	6.1598e-07	1.232e-06	3.9106e-05	True
C3orf17_p112738406	C3orf17	807.66/1166.5	126.39/244.08	987.07	185.23	-2.4075	64376	27346	4.8492	6.1965e-07	1	1.2393e-06	3.9214e-05	False
BRF1_m105695190	BRF1	1037/1843.6	862.05/69.32	1440.3	465.69	-1.6268	3.2534e+05	40443	4.8463	6.2885e-07	1	1.2577e-06	3.9671e-05	False
